	pdb	id	n_atoms	total_time	elapsed_time	worker_time	json_size	probe_out	removal_distance	n_workers
2969	kv1000/1VQ8_A.pdb	2576356621990585616	1753	1260.185897	2.035508	1258.1503890000001	287810	8.0	2.4	1
2970	kv1000/3PLT_A.pdb	18144952822236338053	1695	4889.142552	0.805815	4888.336737	413630	4.0	0.6	1
2971	kv1000/2F2L_A.pdb	6230914898844576575	1316	1918.972985	0.31800700000000004	1918.654978	122730	4.0	1.2	1
2972	kv1000/4AKM_A.pdb	636409230503112393	1070	5705.7860009999995	0.712428	5705.073573	101086	6.0	2.4	1
2973	kv1000/2VBK_A.pdb	951203345068263171	3832	2707.222013	1.948498	2705.273515	233340	4.0	1.2	1
2974	kv1000/3G3S_A.pdb	13072328626945898601	1948	3794.849875	0.6552899999999999	3794.194585	517123	4.0	0.6	1
2975	kv1000/3D0R_B.pdb	16815935830174604750	2890	3489.1036630000003	2.2877970000000003	3486.8158659999995	644685	8.0	2.4	1
2976	kv1000/2QHP_A.pdb	12467442002507470689	2225	2557.151347	0.604851	2556.546496	196047	4.0	2.4	1
2977	kv1000/4IHY_B.pdb	3695458002483109820	692	6318.697985	0.844089	6317.8538960000005	64507	6.0	2.4	1
2978	kv1000/3TNY_A.pdb	2140136780373553212	1914	5236.781704	1.788884	5234.99282	209399	8.0	2.4	1
2979	kv1000/1J0W_A.pdb	12373035606178196356	804	476.989087	0.780369	476.208718	15478	8.0	2.4	1
2980	kv1000/2O5H_A.pdb	4566967666293731257	1093	2353.0784	0.680619	2352.3977809999997	70069	6.0	2.4	1
2981	kv1000/4E6T_A.pdb	11213668085400214000	1743	5948.641518	1.344958	5947.29656	106550	6.0	2.4	1
2982	kv1000/3PJV_D.pdb	4389519646992919664	972	4873.961051	0.614568	4873.346483	52987	4.0	2.4	1
2983	kv1000/2D81_A.pdb	3435886398116587415	2355	1826.262679	0.584483	1825.678196	165976	4.0	1.2	1
2984	kv1000/3FR9_B.pdb	3500694257182684126	1647	3760.471113	1.454801	3759.0163119999997	246612	8.0	2.4	1
2985	kv1000/4KG4_A.pdb	16517619542485698522	1022	6455.485127	0.288152	6455.196975	305674	4.0	0.6	1
2986	kv1000/2QMH_D.pdb	7858686558244476584	1405	2570.325762	0.544933	2569.780829	417575	4.0	0.6	1
2987	kv1000/3IAY_A.pdb	5604196485749086970	6986	4130.862424	4.50175	4126.3606740000005	1410935	4.0	1.2	1
2988	kv1000/3OJ0_A.pdb	17382318995042676483	1091	4773.434375	0.39769699999999997	4773.036678	23775	4.0	2.4	1
2989	kv1000/3V39_A.pdb	8501368486259198465	3119	5425.929233	1.05979	5424.869443	2084512	4.0	0.0	1
2990	kv1000/3Q0I_A.pdb	11683774008456204695	2307	4945.037211	1.589526	4943.447685	143256	6.0	2.4	1
2991	kv1000/3FA3_I.pdb	8265531585087494660	2216	3725.961476	0.953262	3725.008214	99491	4.0	2.4	1
2992	kv1000/4JG5_A.pdb	1742863811288254097	2253	6399.513138	0.818843	6398.694295	117210	4.0	2.4	1
2993	kv1000/3KLL_A.pdb	15379903229946887817	7962	4323.822346	7.4460690000000005	4316.376277	2010647	4.0	0.6	1
2994	kv1000/4JPH_A.pdb	3075885714405654594	813	6417.2898	0.362163	6416.927637	34344	4.0	2.4	1
2995	kv1000/3KVN_A.pdb	13702306209571853884	4793	4374.115201	3.9074410000000004	4370.20776	828306	8.0	2.4	1
2996	kv1000/3QD7_X.pdb	14355103142797223816	1043	4957.890353	0.608817	4957.2815359999995	57179	6.0	2.4	1
2997	kv1000/3RNV_A.pdb	16264409054746998565	990	5073.339037	0.282376	5073.056661	12347	4.0	2.4	1
2998	kv1000/4FBB_B.pdb	16533522723927306624	1829	6039.61837	0.6616479999999999	6038.956722	157239	4.0	2.4	1
2999	kv1000/4C8V_H.pdb	16901977641705754211	734	5831.217822	0.423701	5830.794121	24660	4.0	2.4	1
3000	kv1000/3ERW_A.pdb	6547927975434757890	1072	3681.147254	0.30896999999999997	3680.8382840000004	30295	4.0	2.4	1
3001	kv1000/3EBY_A.pdb	17236135402808279511	1167	3598.087452	0.409086	3597.6783659999996	898301	4.0	0.0	1
3002	kv1000/1W98_B.pdb	11751684869318284393	2218	1321.529316	0.7945770000000001	1320.734739	560082	4.0	0.6	1
3003	kv1000/3W4S_A.pdb	17987663803679972004	1886	5492.791560000001	0.630695	5492.160865	386057	4.0	1.2	1
3004	kv1000/3PPB_A.pdb	105262145992057582	1471	4907.723615	0.437047	4907.2865679999995	263523	4.0	1.2	1
3005	kv1000/3DJM_A.pdb	3575484291483963963	865	3529.715388	0.31545	3529.3999380000005	654994	4.0	0.0	1
3006	kv1000/4BVS_B.pdb	16834401447706603433	2348	5820.376472	2.266394	5818.110078	317470	8.0	2.4	1
3007	kv1000/1TOA_A.pdb	402100167655702786	2137	1118.9379279999998	0.799221	1118.138707	434654	4.0	0.6	1
3008	kv1000/3WFN_E.pdb	12072853358675551249	1174	5515.95122	0.5224439999999999	5515.428776	1081603	4.0	0.0	1
3009	kv1000/4KG4_A.pdb	4754930207717939234	1022	6453.849179999999	0.6610590000000001	6453.188121	74667	6.0	2.4	1
3010	kv1000/3F0H_A.pdb	2248612061632234220	2793	3705.648603	0.8606790000000001	3704.787924	371236	4.0	1.2	1
3011	kv1000/3S3T_A.pdb	13010713048894531122	1102	5125.134808	1.178583	5123.956225	129981	8.0	2.4	1
3012	kv1000/4HJL_B.pdb	2570641293228722165	1414	6225.608523	0.646179	6224.962344	102347	4.0	2.4	1
3013	kv1000/2HQL_A.pdb	12490471656654350036	880	2104.947593	0.43983599999999995	2104.507757	12215	4.0	2.4	1
3014	kv1000/4D94_A.pdb	12220378913581200584	9005	5898.27354	10.515893	5887.757646999999	4591505	4.0	0.6	1
3015	kv1000/3E7Q_A.pdb	4680301376852018333	1598	3585.4774869999997	1.039475	3584.4380119999996	175245	6.0	2.4	1
3016	kv1000/3HL0_A.pdb	8847963313985498517	2520	3995.550351	0.733109	3994.817242	582350	4.0	1.2	1
3017	kv1000/3LAH_B.pdb	13548064582351777058	1544	4467.545701	0.485546	4467.060155	583122	4.0	0.6	1
3018	kv1000/2FKG_A.pdb	9905279731484687620	2407	1948.936496	2.350648	1946.585848	206802	6.0	2.4	1
3019	kv1000/1WMH_B.pdb	16818897286261084746	644	1331.710481	0.215989	1331.494492	545259	4.0	0.0	1
3020	kv1000/2QKV_A.pdb	15691548708307366546	702	2564.562025	0.47538500000000006	2564.08664	54102	6.0	2.4	1
3021	kv1000/3U8V_A.pdb	11578117807032839707	622	5325.061847999999	0.115729	5324.946119	8235	4.0	1.2	1
3022	kv1000/4FHR_A.pdb	12023816118891975398	1303	6069.193096	0.5169739999999999	6068.676122	398288	4.0	0.6	1
3023	kv1000/3CUQ_A.pdb	12988982824940928016	1736	3468.5203409999995	0.6071810000000001	3467.91316	359842	4.0	1.2	1
3024	kv1000/3UJK_A.pdb	6593988492851227166	2316	5364.794008	0.6731520000000001	5364.1208560000005	306500	4.0	1.2	1
3025	kv1000/3D6I_A.pdb	906356682740697462	866	3505.0150439999998	0.23805900000000002	3504.776985	154547	4.0	1.2	1
3026	kv1000/3PRN_A.pdb	5031392661252842855	2171	4922.116937	0.6606850000000001	4921.456252	1499889	4.0	0.0	1
3027	kv1000/3RQW_J.pdb	7216538407240303426	2505	5088.193282	1.03376	5087.159522	162633	4.0	2.4	1
3028	kv1000/1CVJ_F.pdb	9368644158772971924	1028	98.018293	1.098249	96.92004399999999	215601	8.0	2.4	1
3029	kv1000/3ZJM_C.pdb	3431552584189268869	1418	5588.132081000001	0.45733599999999996	5587.674745	228730	4.0	2.4	1
3030	kv1000/2G0D_A.pdb	9163498221518892372	3222	1983.556795	1.9952459999999999	1981.5615489999998	413862	6.0	2.4	1
3031	kv1000/4GGT_A.pdb	9749312728028174748	725	6142.766843	0.504893	6142.26195	49663	6.0	2.4	1
3032	kv1000/3NZN_A.pdb	14582143846995512333	822	4733.350182	0.237686	4733.112496	134778	4.0	0.6	1
3033	kv1000/3U48_A.pdb	13990449092771674090	5049	5289.639544	3.093499	5286.546045	2000037	4.0	0.6	1
3034	kv1000/3O0N_A.pdb	17004780262241122068	4872	4738.34296	2.98248	4735.360479999999	551968	6.0	2.4	1
3035	kv1000/4F9F_A.pdb	7077846681099171909	3234	6030.7273350000005	3.209002	6027.518333	1133930	8.0	2.4	1
3036	kv1000/3SIG_A.pdb	5679444543093725955	3807	5148.166429999999	1.316167	5146.850263	220190	6.0	2.4	1
3037	kv1000/3MCQ_A.pdb	14303372267553816535	2234	4545.903206	1.3737549999999998	4544.529450999999	286529	6.0	2.4	1
3038	kv1000/2D9R_A.pdb	8366524453476578118	669	1841.158741	0.255571	1840.9031699999998	468492	4.0	0.0	1
3039	kv1000/3JZ3_A.pdb	4636152757736201175	1134	4212.4449460000005	0.32311799999999996	4212.121828	229296	4.0	1.2	1
3040	kv1000/3NQH_A.pdb	14167177027206798156	3430	4672.733754999999	1.182814	4671.5509409999995	335972	4.0	2.4	1
3041	kv1000/4HQB_D.pdb	4088621258250231106	711	6230.141705	0.28633600000000003	6229.855369	32135	4.0	2.4	1
3042	kv1000/3RJ6_A.pdb	4546670932934410694	1197	5061.879564	0.339909	5061.539655	215432	4.0	1.2	1
3043	kv1000/2V7Q_A.pdb	6505066202214943251	3715	2687.3046489999997	1.595175	2685.709474	696951	4.0	1.2	1
3044	kv1000/4LPQ_A.pdb	398869518288020048	1383	6527.155356	0.49011499999999997	6526.665241	205478	4.0	1.2	1
3045	kv1000/3K0W_A.pdb	1956333615117608890	1457	4216.459879	0.496328	4215.963551	336078	4.0	0.6	1
3046	kv1000/3JZ3_A.pdb	11380111418677691716	1134	4211.831463	0.442378	4211.389085	949202	4.0	0.0	1
3047	kv1000/1DYP_A.pdb	14811113209703713301	2201	159.553674	0.842405	158.711269	1299662	4.0	0.0	1
3048	kv1000/4DVG_B.pdb	7287510180090034472	2155	5936.290967	1.123936	5935.167031	483179	4.0	1.2	1
3049	kv1000/4J3C_A.pdb	4440628479587179224	1549	6364.915608	0.574943	6364.340665	402919	4.0	1.2	1
3050	kv1000/3GZ8_C.pdb	5977607103132108582	1247	3887.0183399999996	0.560172	3886.458168	45920	4.0	2.4	1
3051	kv1000/4DZZ_A.pdb	9705460058755114190	1548	5939.660334	0.530098	5939.130236	1105470	4.0	0.0	1
3052	kv1000/3DXR_A.pdb	16208305991308795921	519	3558.0506	0.966749	3557.083851	38061	8.0	2.4	1
3053	kv1000/3LDT_A.pdb	2161285855938651682	1154	4478.0978159999995	0.367124	4477.730692	129817	4.0	1.2	1
3054	kv1000/4F7F_B.pdb	4096955103295331850	798	6001.243246	0.479315	6000.763931	143705	6.0	2.4	1
3055	kv1000/4BJT_A.pdb	17241249248045258249	2148	5759.581673	1.382882	5758.198791	148794	8.0	2.4	1
3056	kv1000/3OKI_A.pdb	10079148794868497280	1881	4780.81247	0.607271	4780.205199	742013	4.0	0.6	1
3057	kv1000/3LCC_A.pdb	17310861830062693593	1697	4473.131657	1.3558430000000001	4471.775814	206336	8.0	2.4	1
3058	kv1000/3F6C_A.pdb	1295848291511568341	986	3716.289114	0.262311	3716.026803	194426	4.0	0.6	1
3059	kv1000/1TR8_A.pdb	9707805457683076676	720	1119.9572039999998	0.446737	1119.510467	12192	4.0	2.4	1
3060	kv1000/4ILJ_B.pdb	4946787941751688781	1787	6326.309415	0.7622770000000001	6325.547138	641045	4.0	0.6	1
3061	kv1000/2O5H_A.pdb	18429086321411481650	1093	2355.0970620000003	0.30728099999999997	2354.789781	113577	4.0	1.2	1
3062	kv1000/4CB8_A.pdb	13803516634308733083	3461	5844.101787	1.472424	5842.629363	3142406	4.0	0.0	1
3063	kv1000/1CVJ_F.pdb	9358384926575433412	1028	98.865113	0.307688	98.557425	403780	4.0	0.6	1
3064	kv1000/4I1L_A.pdb	15010501332634332758	415	6254.767901	0.997717	6253.770184	1875	8.0	2.4	1
3065	kv1000/3SXO_B.pdb	8600672962093255398	2691	5182.324843	1.195086	5181.129757	816447	4.0	1.2	1
3066	kv1000/4GEK_A.pdb	8143872422153384573	1600	6142.0739	0.503419	6141.570481000001	374330	4.0	1.2	1
3067	kv1000/2BC4_A.pdb	5131498777936756666	1508	1568.309355	1.071931	1567.237424	224828	6.0	2.4	1
3068	kv1000/1OK7_B.pdb	11214910398489534442	2843	803.4411259999999	1.455766	801.98536	839425	4.0	0.6	1
3069	kv1000/4LIM_A.pdb	5284810909547935873	2754	6512.679728	2.051698	6510.62803	231394	6.0	2.4	1
3070	kv1000/3M32_E.pdb	5063445057277742943	3306	4530.554557	2.1656	4528.388957	246491	6.0	2.4	1
3071	kv1000/4FG4_B.pdb	6652016269561242411	1432	6062.382285000001	0.456128	6061.926157	179232	4.0	1.2	1
3072	kv1000/3SYX_A.pdb	14480082248275834433	933	5183.145942	0.584428	5182.561514	19116	6.0	2.4	1
3073	kv1000/1EJF_A.pdb	13206282256624837676	920	178.245284	0.268021	177.977263	162301	4.0	0.6	1
3074	kv1000/3RRZ_A.pdb	10163124369547972720	1304	5099.325189	0.632013	5098.693176	96344	6.0	2.4	1
3075	kv1000/3I3F_A.pdb	11231838762666108996	1004	4054.3976030000003	0.566492	4053.831111	67546	6.0	2.4	1
3076	kv1000/2HQ6_A.pdb	18021775907433120230	1333	2103.48295	1.230086	2102.252864	75676	8.0	2.4	1
3077	kv1000/2BKJ_A.pdb	906120061407153046	1703	1639.460213	1.7593159999999999	1637.7008970000002	378078	8.0	2.4	1
3078	kv1000/2AN1_A.pdb	6887816625604422389	2148	1510.872911	0.8901700000000001	1509.982741	135180	4.0	2.4	1
3079	kv1000/3T7V_A.pdb	14012806320773506017	2699	5198.154049	1.023779	5197.130270000001	490666	4.0	1.2	1
3080	kv1000/3UXL_B.pdb	6604376603991606020	2675	5402.090991	0.757283	5401.333708	132772	4.0	2.4	1
3081	kv1000/3RAC_A.pdb	4317120836483802951	2633	5014.262303	1.0326	5013.229703	218360	4.0	2.4	1
3082	kv1000/4I5U_A.pdb	12572356831249528769	2412	6268.553911	1.9219490000000001	6266.6319619999995	395648	8.0	2.4	1
3083	kv1000/3PSR_B.pdb	4603353092297516446	769	4925.849029	0.233763	4925.615266	164707	4.0	0.6	1
3084	kv1000/3ZS6_A.pdb	16545724358424918131	3999	5627.416198	1.9721959999999998	5625.444002	1184997	4.0	0.6	1
3085	kv1000/3GU3_A.pdb	14159493436290887489	2204	3856.9746840000003	0.789507	3856.1851770000003	301482	4.0	1.2	1
3086	kv1000/4ILJ_B.pdb	5491879509519104883	1787	6324.916743	2.067263	6322.84948	335922	8.0	2.4	1
3087	kv1000/3HBM_A.pdb	4556584353799462765	2268	3973.1137340000005	0.8303790000000001	3972.2833549999996	736766	4.0	0.6	1
3088	kv1000/3AII_A.pdb	10986984222726914336	3672	3243.809152	1.8283470000000002	3241.980805	885796	4.0	0.6	1
3089	kv1000/2C1L_A.pdb	15888916020922262991	2821	1676.570503	1.684532	1674.8859710000002	390707	6.0	2.4	1
3090	kv1000/3FTT_A.pdb	14124503994673326061	1466	3764.9735619999997	0.49768199999999996	3764.4758799999995	908812	4.0	0.0	1
3091	kv1000/3JZ3_A.pdb	3006126245753468397	1134	4212.146591	0.330879	4211.815712	392759	4.0	0.6	1
3092	kv1000/3Q31_A.pdb	15771942403801966397	1822	4952.777282999999	0.545696	4952.231586999999	90401	4.0	2.4	1
3093	kv1000/4HUQ_S.pdb	8662002981190244450	1140	6242.5038270000005	1.233739	6241.270088	378160	8.0	2.4	1
3094	kv1000/3PAN_B.pdb	16946327691069488656	2532	4835.372633	0.830139	4834.542493999999	1278487	4.0	0.0	1
3095	kv1000/1PL7_A.pdb	7705520811605109386	2676	816.635685	0.940681	815.695004	213451	4.0	2.4	1
3096	kv1000/2Z9Y_A.pdb	10669304156344395131	1851	3097.145599	1.0762610000000001	3096.069338	260127	6.0	2.4	1
3097	kv1000/1S3S_G.pdb	9891076098803501057	824	961.8149300000001	0.373776	961.4411539999999	37921	4.0	2.4	1
3098	kv1000/4FAY_A.pdb	2141562184751580444	1467	6037.553836	1.42452	6036.129316	201785	8.0	2.4	1
3099	kv1000/3RV0_B.pdb	12653658029780744866	2477	5114.040543	1.375104	5112.665439	404563	4.0	1.2	1
3100	kv1000/1O6O_D.pdb	9999958089551833925	37	770.7791980000001	0.019215	770.759983	5005	4.0	0.6	1
3101	kv1000/4GOU_A.pdb	2235763211270805840	3649	6162.9074439999995	1.977934	6160.92951	386770	4.0	2.4	1
3102	kv1000/2CDY_C.pdb	4493948726168924453	1624	1718.7904260000003	0.469311	1718.321115	43765	4.0	2.4	1
3103	kv1000/3NO0_A.pdb	5394970208320791114	2162	4665.269509000001	1.137375	4664.132134	259031	6.0	2.4	1
3104	kv1000/1MZP_A.pdb	16734296571194863596	1715	719.079668	0.659125	718.420543	467807	4.0	0.6	1
3105	kv1000/1ZSQ_A.pdb	8440754708148042212	4186	1483.695921	3.4891739999999998	1480.2067470000002	760302	8.0	2.4	1
3106	kv1000/2NSM_A.pdb	8327439858570149113	3137	2324.995185	0.949903	2324.045282	362593	4.0	1.2	1
3107	kv1000/4GDX_A.pdb	3013221220646142631	4621	6134.221581	2.934368	6131.2872130000005	825725	8.0	2.4	1
3108	kv1000/3S6E_A.pdb	17405354355035027263	871	5146.036879	0.22620700000000002	5145.810672	202839	4.0	0.6	1
3109	kv1000/3HX6_A.pdb	3968332542532425376	3700	4015.610121	2.156546	4013.453575	663688	6.0	2.4	1
3110	kv1000/3PLT_A.pdb	16116307019232579018	1695	4888.362179	0.781075	4887.581104	1446581	4.0	0.0	1
3111	kv1000/4I16_A.pdb	13876608780116330104	654	6252.625358	0.232515	6252.392843	595349	4.0	0.0	1
3112	kv1000/3RAC_A.pdb	11364307531197228620	2633	5019.571687	1.0655729999999999	5018.506114	1970405	4.0	0.0	1
3113	kv1000/4AEC_A.pdb	8442317983905786542	2397	5648.320373	2.6569529999999997	5645.66342	452001	8.0	2.4	1
3114	kv1000/2IXC_A.pdb	13082048183310095491	1542	2200.597793	0.550729	2200.047064	988529	4.0	0.0	1
3115	kv1000/2FIA_A.pdb	11636456827551578252	1319	1939.277405	0.373872	1938.903533	97600	4.0	2.4	1
3116	kv1000/2EYU_A.pdb	11683259812383469475	1941	1908.2484690000001	0.615053	1907.6334160000001	555172	4.0	0.6	1
3117	kv1000/3OJ0_A.pdb	8020540086567623104	1091	4774.1326659999995	0.732638	4773.400028	44500	6.0	2.4	1
3118	kv1000/2QKE_D.pdb	13257090298804712278	835	2563.5043100000003	0.315753	2563.188557	685716	4.0	0.0	1
3119	kv1000/3W0F_A.pdb	7773676468260942321	1767	5482.508999000001	0.649061	5481.8599380000005	116629	4.0	2.4	1
3120	kv1000/1PP0_A.pdb	12329523126037284861	1527	829.9628650000001	0.45799399999999996	829.504871	150274	4.0	1.2	1
3121	kv1000/4F9D_A.pdb	3298340598881771046	4163	6021.648684000001	2.547671	6019.101013	1467554	4.0	0.6	1
3122	kv1000/4ML9_A.pdb	3275684966850594592	1820	6604.208463	0.8207059999999999	6603.387757	118571	4.0	2.4	1
3123	kv1000/4AKM_A.pdb	10363782639355574255	1070	5708.053502000001	0.361514	5707.6919880000005	180853	4.0	1.2	1
3124	kv1000/2C27_A.pdb	2416383703405206970	2273	1688.473604	0.859661	1687.613943	964386	4.0	0.6	1
3125	kv1000/4F0I_B.pdb	13665349776261489421	2082	5998.8009409999995	0.6922189999999999	5998.108722	571778	4.0	1.2	1
3126	kv1000/2CKX_A.pdb	8889277093097017487	677	1763.491002	0.21244699999999997	1763.278555	18660	4.0	2.4	1
3127	kv1000/3Q31_A.pdb	8825311384307159983	1822	4955.964815	0.673747	4955.2910679999995	1175074	4.0	0.0	1
3128	kv1000/2XTS_B.pdb	3841986298653664823	1525	2979.702936	0.855657	2978.847279	387321	4.0	0.6	1
3129	kv1000/3CWM_A.pdb	6309081581116903452	2935	3476.043763	2.613274	3473.430489	465731	8.0	2.4	1
3130	kv1000/4FG4_B.pdb	17261339756598257423	1432	6061.969774	0.512931	6061.456843	349493	4.0	0.6	1
3131	kv1000/3RJT_A.pdb	6842500058344348212	1678	5064.667638	1.515436	5063.152202	74671	8.0	2.4	1
3132	kv1000/3JVD_A.pdb	13267907073861163581	1918	4208.686203	0.6739109999999999	4208.012292	509043	4.0	0.6	1
3133	kv1000/3RQI_A.pdb	12179315974238253836	1257	5083.978889999999	0.435258	5083.543632	41470	4.0	2.4	1
3134	kv1000/1WSU_C.pdb	11276673500598535296	845	1338.469486	0.30084099999999997	1338.168645	584344	4.0	0.0	1
3135	kv1000/4G94_B.pdb	4025014232710308488	1405	6119.784982	0.668142	6119.11684	1255176	4.0	0.0	1
3136	kv1000/3O0N_A.pdb	17170699088896475869	4872	4748.966302000001	2.185205	4746.781097	725485	4.0	1.2	1
3137	kv1000/3M1E_A.pdb	1771736249108521680	704	4525.79492	0.520825	4525.274095000001	39206	6.0	2.4	1
3138	kv1000/3I04_P.pdb	8744662050768335109	5739	4050.8330920000003	3.237091	4047.596001	1783145	4.0	0.6	1
3139	kv1000/1G4T_B.pdb	12966789457928814583	1701	260.062842	0.47466499999999995	259.58817700000003	344962	4.0	1.2	1
3140	kv1000/3PMI_A.pdb	17752967143121495729	945	4892.339734	0.293729	4892.046005	210035	4.0	0.6	1
3141	kv1000/3MPK_A.pdb	14793807363894823518	1816	4577.742077	1.655529	4576.086547999999	209388	8.0	2.4	1
3142	kv1000/2J7N_A.pdb	8699303678528928475	7519	2242.881316	5.3775830000000004	2237.503733	2892624	4.0	0.6	1
3143	kv1000/4NX1_A.pdb	15334403586091749769	4165	6673.3347810000005	2.23371	6671.101071	305314	8.0	2.4	1
3144	kv1000/3ZMK_D.pdb	2407527804305376908	1556	5605.00655	0.621216	5604.3853340000005	1398053	4.0	0.0	1
3145	kv1000/3JQW_A.pdb	10523831170620918919	916	4191.32927	0.9098709999999999	4190.419399	39539	8.0	2.4	1
3146	kv1000/1POC_A.pdb	12399011884029355774	1064	825.068275	1.0974959999999998	823.970779	134619	8.0	2.4	1
3147	kv1000/3U48_A.pdb	4192297229501286333	5049	5278.935164	3.425387	5275.509777	1044231	6.0	2.4	1
3148	kv1000/4AJW_B.pdb	5008873542440486015	6363	5659.644835	3.016654	5656.628181	1072038	4.0	2.4	1
3149	kv1000/3HX8_A.pdb	6915892898172734182	969	4024.933453	1.095013	4023.83844	155750	8.0	2.4	1
3150	kv1000/1LU4_A.pdb	3521582394574420310	1018	664.290625	0.369657	663.920968	682869	4.0	0.0	1
3151	kv1000/3TEE_A.pdb	5956784663946988281	1364	5211.659288	0.659357	5210.999931	199511	4.0	1.2	1
3152	kv1000/1MKZ_A.pdb	16917527144734881531	1295	704.912081	0.360601	704.55148	258530	4.0	0.6	1
3153	kv1000/3IMK_A.pdb	6316904097397970139	1204	4165.523528	0.407116	4165.116411999999	760873	4.0	0.0	1
3154	kv1000/3ZPN_A.pdb	13938158701116874626	766	5608.337578	0.375927	5607.961651	678349	4.0	0.0	1
3155	kv1000/3PPB_A.pdb	15330276984531939789	1471	4905.105588	0.819262	4904.2863259999995	178592	6.0	2.4	1
3156	kv1000/3PSR_B.pdb	4742180348888328658	769	4924.443098	0.531449	4923.911649000001	33261	6.0	2.4	1
3157	kv1000/3GYD_A.pdb	183587335702238944	1380	3871.137989	0.5705859999999999	3870.567403	1081496	4.0	0.0	1
3158	kv1000/1D2N_A.pdb	409636118845653428	1929	99.909716	0.791481	99.118235	141681	4.0	2.4	1
3159	kv1000/1AM2_A.pdb	5665205317356755242	1373	19.471002	1.336449	18.134553	57221	8.0	2.4	1
3160	kv1000/1NOU_B.pdb	12107142423954923430	3878	755.38909	1.7812720000000002	753.607818	1044599	4.0	0.6	1
3161	kv1000/3PUC_A.pdb	9646772376727306304	1289	4928.834408	0.291746	4928.542662	18609	4.0	2.4	1
3162	kv1000/1S2Z_A.pdb	4192284284435756786	1513	960.538617	0.6418050000000001	959.896812	1134649	4.0	0.0	1
3163	kv1000/2E2O_A.pdb	9443700701201955796	2256	1876.5427670000001	0.7486649999999999	1875.794102	659078	4.0	0.6	1
3164	kv1000/2YN5_A.pdb	15661512041801560488	1834	3049.907035	0.972233	3048.9348019999998	14238	4.0	2.4	1
3165	kv1000/3ZD7_A.pdb	11730752288692298107	4260	5555.5721490000005	5.109267	5550.462882	1413725	8.0	2.4	1
3166	kv1000/2HJE_A.pdb	9918761936747839626	1664	2094.065987	0.625075	2093.440912	1165961	4.0	0.0	1
3167	kv1000/3PJV_D.pdb	12990868835162323113	972	4877.650395000001	0.42076199999999997	4877.229633	306761	4.0	0.6	1
3168	kv1000/3PET_A.pdb	4064934260391412518	1603	4855.609957	0.548144	4855.061813	376060	4.0	0.6	1
3169	kv1000/1TKK_C.pdb	6929243883844630146	2705	1085.3651949999999	0.9104899999999999	1084.454705	1520414	4.0	0.0	1
3170	kv1000/3LDT_A.pdb	12667155104257911111	1154	4477.762109	0.401739	4477.36037	276080	4.0	0.6	1
3171	kv1000/3PYW_A.pdb	10926573682911356152	1360	4942.573538000001	0.404037	4942.169500999999	213752	4.0	1.2	1
3172	kv1000/1RLO_C.pdb	13710350040991271229	2129	921.159309	0.686617	920.4726919999999	164805	4.0	2.4	1
3173	kv1000/3L22_A.pdb	691814545307515720	3364	4403.174867000001	1.307915	4401.866952	297234	4.0	2.4	1
3174	kv1000/2YT4_A.pdb	13694606081699957289	1564	3060.206613	1.587385	3058.619228	279399	8.0	2.4	1
3175	kv1000/3PV7_A.pdb	5094255098954791012	1662	4935.49272	0.72941	4934.76331	1194422	4.0	0.0	1
3176	kv1000/3ZD7_A.pdb	2224115996962928234	4260	5546.6895	2.596404	5544.0930960000005	364025	4.0	2.4	1
3177	kv1000/2W2P_A.pdb	12456278458290606619	2018	2762.4685170000002	1.161678	2761.306839	156097	6.0	2.4	1
3178	kv1000/1KI1_B.pdb	10404253698991384895	2798	612.5749910000001	3.463043	609.1119480000001	465849	8.0	2.4	1
3179	kv1000/2VFK_A.pdb	6342032748617736431	1620	2720.73181	0.563185	2720.168625	1215223	4.0	0.0	1
3180	kv1000/3PYW_A.pdb	6470824286678690168	1360	4942.195792	0.43627299999999997	4941.759519	402466	4.0	0.6	1
3181	kv1000/2X3M_A.pdb	12389841792500139293	1347	2840.023489	0.415858	2839.607631	91349	4.0	1.2	1
3182	kv1000/3PPL_A.pdb	4525865560521938759	3238	4915.166786	1.269015	4913.897771	2053208	4.0	0.0	1
3183	kv1000/3W4S_A.pdb	11963796406375658878	1886	5487.931958	0.606457	5487.325500999999	184106	4.0	2.4	1
3184	kv1000/2VQC_A.pdb	969821346939470966	580	2736.4578300000003	0.156397	2736.3014329999996	131073	4.0	0.6	1
3185	kv1000/1JOA_A.pdb	5236825818545089121	3489	552.640453	2.869914	549.770539	651156	8.0	2.4	1
3186	kv1000/3FQM_A.pdb	318946552928753129	1237	3757.3791869999995	0.380196	3756.9989909999995	222898	4.0	0.6	1
3187	kv1000/3MCQ_A.pdb	226080858533590803	2234	4550.3361859999995	0.742715	4549.593471	360280	4.0	1.2	1
3188	kv1000/3IAY_A.pdb	16984321251917687696	6986	4109.68526	5.205088	4104.480172	1528001	6.0	2.4	1
3189	kv1000/2PY2_A.pdb	2902673521301243074	995	2521.392886	0.334564	2521.058322	567938	4.0	0.0	1
3190	kv1000/4JBM_A.pdb	11050099520087318589	1332	6395.640383	0.508512	6395.1318710000005	590023	4.0	0.6	1
3191	kv1000/4IGL_B.pdb	2440350591307726018	4488	6306.937386	4.414187999999999	6302.523198	1783049	8.0	2.4	1
3192	kv1000/4ABM_A.pdb	101538837421301171	646	5641.280131	0.644724	5640.635407	15747	6.0	2.4	1
